record_id,source,narrative,primary_lsr,secondary_lsr,all_lsrs,label_count,lsr_label_provenance
OILPS_OSHA_02027,OSHA,The rig crew was topping off the well with fluid when the operator noticed that the gauge was reading 0 psi. The rig operator leaned over the well head to check for flow inside the well head when an ice plug that had formed released from the well head and struck the employee in the face. The employee suffered injuries to his face and eyes.,Energy Isolation,,Energy Isolation,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0022,IOGP_SPI,"After completing the loading of a vacuum truck from the pit located on the premises, a fire broke out between 
the shed and the truck cabin while the engine was running. The fire affected the truck cabin, and its driver and 
production operator suffered burns to the head.",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_02491,OSHA,"As a crane truck was rigging down, an employee's hand was caught between the outrigger and the crane. Three fingers on the employee's right hand were crushed and the employee was hospitalized.",Safe Mechanical Lifting,Driving,Safe Mechanical Lifting; Driving,2,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_01325,OSHA,"An employee was attempting to climb up an angle iron piece of a substructure when he slipped and fell backward 4 feet to the ground, suffering a spiral fracture to his right ankle.",Working at Height,,Working at Height,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_02318,OSHA,"An employee was standing on the floor of a drilling rig while hooking up a Kelly hose to a pipe. The hose struck him below the left shoulder blade, and he rolled off the rig and fell to the ground. He suffered kidney trauma, broken ribs, and a liver laceration.",None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0012,IOGP_SPI,Export pipeline’s 8” leak at valve station.,None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_01046,OSHA,"An employee was standing on the wheel well of a sweeper vehicle. He was checking the radiator water level immediately after shutting the machine down. As he was filling the radiator with water, it began to bubble up, so he dismounted the machine. He landed oddly on the ground and fractured his left leg above the ankle.",Driving,,Driving,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0174,IOGP_SPI,"Loss of primary containment of petroleum through the safety vent of a tank, visually identified by the area operator. 
The event occurred during the release of heat exchanger, due to the alignment valve to tank remaining open.",None,,None,0,SOURCE_GROUNDED
OILPS_IOGP_SPI_0036,IOGP_SPI,"At 08:55 am on the 11th of October a line of sight gas detector located on the production mezz deck indicated High 
High gas at which point the Control Room Operator (CRO) activated the Fire & Gas alarm and all personnel were 
instructed to go to muster. Additional gas detectors indicating High on the production deck location at which point 
the OIM instructed the CRO to activate the Emergency Shut Down due to the number of detectors that had been 
activated on Production Mezz Deck and Production Deck.",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_03796,OSHA,"A crew was dismantling a rig. They were closing the split spider after removing it from the casing when the injured employee's left hand was caught between the split spider and the rig's master bushing, which was also on the rig's floor. The employee suffered a laceration to the middle finger and fractures to the middle and ring fingers.",None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_04122,OSHA,"On July 17, 2925, an employee was working on a computer inside a vehicle when they began experiencing symptoms of carbon monoxide poisoning, resulting in hospitalization.",Driving,,Driving,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_01723,OSHA,An employee was working outdoors and became ill due to heat exhaustion.,None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_04220,OSHA,An employee was retrieving a Christmas tree from a shelf using a ladder. He missed a step and fell to the concrete floor. He sustained injury to his head and wrist.,Working at Height,,Working at Height,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0102,IOGP_SPI,"Foreman found small head gasket leak on HP compressor #4 cylinder; compressor shut down; trending later 
showed 1.2 ppm.",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_03143,OSHA,An employee was handling a hydraulic skid cylinder using a forklift. His left hand was pinched between the cylinder pad eye and the skid guide slots. He suffered partial amputations to the ring and middle fingers.,Safe Mechanical Lifting,,Safe Mechanical Lifting,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_FATAL_0192,IOGP_FATAL,"On 22 October 2025 at approximately 1615 hours, smoke alarm detectors were triggered in the engine room. 
Personnel on Board (POB) mustering and engine room reported one missing person. Emergency Response 
Team (ERT) deployed to the location and found one engine room operator unconscious, adjacent to steam plant. 
Additionally, there was sign of steam release found at site. Despite prompt medical attention by the onboard 
medical team, the individual was subsequently pronounced deceased. The affected equipment and piping were 
isolated.",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_01190,OSHA,"An employee was putting a tire on a vehicle when the jack slipped and struck his left wrist, causing six fractures.",Driving,,Driving,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_04225,OSHA,"The injured employee was inserting the nozzle of a tubing tester into the testing bars when the tubing tester lowered the bars. The injured employee's finger was crushed between the nozzle and the wiper plate, resulting in amputation of the distal right index fingertip.",None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0087,IOGP_SPI,Nipple failure on third stage PSV caused 320 KCF gas release; operator shut down on discovery.,None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_01005,OSHA,An employee was helping to sandblast an underground pipe with a hose and sandblasting wand when the wand pointed at his arm and released sandblasting material under high pressure. He suffered a serious arm abrasion.,Energy Isolation,,Energy Isolation,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_00171,OSHA,An employee working on the drilling floor was picking up the jerk chain for the tongs when the driller applied tension to the chain. The employee got the fingers of his left hand pinched between the headache post and the chain.,None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_00860,OSHA,An employee was replacing a natural gas pipeline when he slipped on ice and fractured his left ankle.,None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_00163,OSHA,"On or about 12 April 2015, at approximately 1410 hours, an employee amputated the distal portion of his left-hand, index phalanges (no bone involved). He was installing a hydraulic cylinder on a drilling rig when the cylinder he was holding swung laterally, pinching his distal phalanges between the cylinder and the drilling rig structure.",None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_HPE_0044,IOGP_HPE,"While dismantling a scaffold, a contractor accidentally dropped a scaffold board. The board struck a 0.5-inch, 32-bar 
pressurized tube, causing physical damage to the tube and resulting in a gas leak.",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_00128,OSHA,An employee was opening a gate when the last finger of the employee's left hand was pinched in a roller; the fingertip was amputated.,None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_00514,OSHA,"A valve cap, under pressure, struck an employee in the upper left arm resulting in a fractured arm and flesh loss.",Energy Isolation,,Energy Isolation,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_03184,OSHA,"A dump truck was trying to avoid rocks on a trail when its left-side wheels left the trail. The truck rolled about three times, and the driver suffered a neck strain, bumps and bruises, a laceration to the forehead that required stitches, and a laceration to the right forearm.",Driving,,Driving,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_02488,OSHA,"An employee was standing behind a winch truck. The truck rolled back and ran over the employee's left leg. The employee suffered a thigh injury, a head laceration, and bruising to the right-side ribs.",Safe Mechanical Lifting,Driving,Safe Mechanical Lifting; Driving,2,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_HPE_0064,IOGP_HPE,"During racking-back a 7” landing joint using the Monkey board forward pullback tugger, the line parted, causing 
the parted hook and line to fall from the Monkey board to the rig floor. No one was injured or struck by the dropped 
object. 3 crew members were in the Red Zone at the time of the Dropped Object. Hook weighed 0.75kg and dropped 
83ft approx.",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_03108,OSHA,"An employee was making confined space entries to clean a tank when they began to experience symptoms of heat-related illness, cramps, and heat exhaustion. The employee was hospitalized.",Confined Space,,Confined Space,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0133,IOGP_SPI,Pressure safety valve released on low pressure sweep line.,None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_01187,OSHA,"An employee was at the top of a fixed ladder mounted on the interior of a 10-foot deep trench box. It was raining and the employee's feet and the ladder were wet. The employee slipped off the ladder and fell onto his back on the plywood flooring of the excavation, sustaining a back injury.",Working at Height,,Working at Height,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0035,IOGP_SPI,"On 17 April 2025, at 09:15 AM, during plant round, an operator observed an abnormal sound. Upon further 
inspection of the area, a vapor cloud and condensate leak were identified in Unit-84 from the Slug Catcher Filter 
area, (2’’ Line at upstream of 84-BDV-01.19).
Shift Supervisor/MCR Panel were immediately informed about the leak. The operator pulled the MAC, activated the 
deluge system, and provided a water curtain as per the Shift Supervisor’s direction. Plant emergency shutdown was 
initiated; the leaking section was isolated by closing ESVs and depressurized through the PCV on the Pre-Flash 
Drum to flare.
On inspection, a major hole, around 3” equivalent leak size was identified upstream of BDV01.19.
This leak triggered a Tier-2 Emergency Response, with personnel evacuating. 70 personnel were evaluated by the 
medical team, with toxic clips detecting 5ppm H2S at an occupied area, ~1.3Km away from the leak location. Of the 
personnel evaluated for gas exposure, 29 were classified as First Aid cases.
Safety performance indicators – Process safety events – 2025 data
29

===PAGE_30===",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_00033,OSHA,Employee received an electric shock when he placed his wrench near an energized bolt on a conductor he was removing.,None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0026,IOGP_SPI,"Two operators were preparing the well (gas lift) for maintenance. During preparation, the operators were supposed 
to bleed down the pressure on an isolated segment. Communication was made with the control room, and the 
pressure on the equalize manifold was requested. It was then communicated over the radio that the equalize 
manifold was opened to the flare. The IP understood this as the entire segment being open for bleeding to the flare, 
while in reality, only the equalize manifold was open. This resulted in a limited pipe segment remaining without its 
pressure being bled off. The IP then opened a hose with a mounted “manometer manifold” at the end to prepare 
for N2 purging. The hose was lying on the deck. As the IP stepped back over the “manometer manifold,” the hose 
ruptured, and the IP was struck by pressure and the hose on both legs.",None,,None,0,SOURCE_GROUNDED
OILPS_IOGP_SPI_0094,IOGP_SPI,Glycol pump nipple failure released ~1 gallon glycol and 137.8 kscf gas; fluid collected for disposal.,None,,None,0,SOURCE_GROUNDED
