record_id,source_record_id,incident_text,top_lsr,top_score,second_lsr,second_score,margin,evidence_labels,semantic_score,agreement_state,suggested_action
OILPS_OSHA_03767,2024065650,"An employee was delivering lubricant to a customer location. After the employee had pulled a lubricant hose from the tanker and inserted the nozzle into the tank, the employee turned around and trippe",Energy Isolation,0.0189,Confined Space,0.0038,0.0151,Working at Height,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03776,2024065857,An employee was using a hydraulic torque wrench to remove bolts when their right index finger was caught between the torque wrench and bolt. The employee's right index fingertip was amputated. nan,Working at Height,0.0068,Line of Fire,0.0037,0.0031,Line of Fire,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03789,2024076151,"An employee was removing tubulars from a mousehole but the slips did not release from the tubular until it was raised. When the slips released, they slid down the tubular and struck the employee in th",Energy Isolation,0.6776,Safe Mechanical Lifting,0.2086,0.469,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03794,2024076299,A crew was raising manhole covers when a cover slipped off a crowbar and caught an employee's left middle finger. The employee sustained an amputation of the fingertip at the first knuckle. nan,Energy Isolation,0.5328,Confined Space,0.0059,0.5269,Confined Space,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03796,2024076319,A crew was dismantling a rig. They were closing the split spider after removing it from the casing when the injured employee's left hand was caught between the split spider and the rig's master bushin,Hot Work,0.0218,Safe Mechanical Lifting,0.0017,0.0201,Line of Fire,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03799,2024076378,"An employee was rigging down a derrick. The board he was standing on shifted, causing him to lose his balance and fall to the ground about 8 feet below. He suffered a broken left ankle. nan",Safe Mechanical Lifting,0.9985,Working at Height,0.9856,0.0129,Safe Mechanical Lifting | Working at Height,0.75,STRONG_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03800,2024076405,"An employee was rigging pumps on an oil rig. After he had finished his task, he began to feel dizzy. The employee was hospitalized due to heat-related illness. nan",Safe Mechanical Lifting,0.1907,Driving,0.0782,0.1125,Safe Mechanical Lifting,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03801,2024076428,"An employee was putting 75-foot long pipes in a rack. A joint pipe struck both of the employee's hands, breaking the right radius and ulna and lacerating the left middle finger. nan",Energy Isolation,0.6977,Safe Mechanical Lifting,0.5293,0.1684,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03806,2024076539,"An employee was working on the front watering system of a roller; the employee and the equipment were off the roadway. An oncoming vehicle struck the parked truck, trailer, and roller. The employee wa",Driving,0.61,Energy Isolation,0.0057,0.6043,Driving | Line of Fire,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03810,2024076589,An employee was cutting fabric with a knife when the knife stabbed the employee's leg. nan,Safe Mechanical Lifting,0.0008,Work Authorization,0.0006,0.0002,Hot Work,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03823,2024087156,"An employee was unloading a manifold from an iron truck when the manifold shifted and their little finger became caught between the manifold and a storage bracket, resulting in an amputation to the fi",Driving,0.9878,Safe Mechanical Lifting,0.9588,0.029,Line of Fire,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03826,2024087293,"An employee was loosening a valve on a frac tank when the wrench slipped, causing the employee to lose their balance and fall on the injured employee on the same level. The employee sustained a fractu",Confined Space,0.0426,Hot Work,0.0327,0.0099,Working at Height,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03835,2024098123,An employee was changing out hoses on rig substructure scaffolding when he stepped back and fell through an edge of the scaffolding within the rig substructure. The employee fell 18 feet to the ground,Working at Height,0.0247,Energy Isolation,0.0007,0.024,Working at Height,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03836,2024098152,An employee was rigging up a well servicing rig when a steel cable broke and struck him in the head and hard hat. He was hospitalized due to head trauma. nan,Safe Mechanical Lifting,0.0929,Energy Isolation,0.078,0.0149,Safe Mechanical Lifting,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03847,2024098429,"On September 11, 2024, an employee was unloading electric utility meters and closing the car door when her left middle finger became caught between the door and the car frame, resulting in an amputati",Safe Mechanical Lifting,0.0296,Hot Work,0.0091,0.0205,Line of Fire,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03856,2024098728,"An employee was cleaning the ground when he was struck on the head by an unsecured vertical scaffold pole, resulting in head injuries that required hospitalization. nan",Line of Fire,0.0214,Energy Isolation,0.0026,0.0188,Working at Height,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03859,2024098894,"An employee was stowing a machine when his right arm was caught between the machine and the derrick leg, resulting in a displaced radial fracture and a hairline ulnar fracture. nan",Line of Fire,0.0401,Energy Isolation,0.0047,0.0354,Line of Fire,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03860,2024098909,An employee was making a grease head connection. He pulled on the sling connected by a crane to balance the grease head. He was stabilizing the 5-1/2 lubricator with his left hand when the lubricator ,Safe Mechanical Lifting,0.5396,Working at Height,0.2481,0.2915,Safe Mechanical Lifting,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03865,2024099144,"An employee was standing near a digger derrick when they were struck by a slackened lifting cable, resulting in a fractured vertebra, a laceration to the back of the head, and a concussion. nan",Line of Fire,0.5411,Working at Height,0.5228,0.0183,Line of Fire | Safe Mechanical Lifting,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03866,2024109160,Employees were working to unload a power line pole from a pole trailer and place it on the pole rack on the digger derrick truck. The injured employee hooked up pole tongs that were attached to the bo,Working at Height,0.999,Driving,0.8533,0.1457,NONE,0.55,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03872,2024109377,"An employee was helping a contractor unload reels of wire using a digger derrick lifting hook. The hook struck the employee in the head below the hard hat, causing a laceration. The employee was hospi",Working at Height,0.7524,Energy Isolation,0.6973,0.0551,Safe Mechanical Lifting,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03874,2024109437,An employee was opening a process pipeline on a clean-in-place system. Steam from the pipe blew the cap off the pipe and fractured the employee's collarbone. The employee also sustained second-degree ,Energy Isolation,0.6142,Hot Work,0.1083,0.5059,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03882,2024109694,An employee was caught between a large pipe and a paint booth resulting in multiple back fractures. nan,Safe Mechanical Lifting,0.01,Hot Work,0.0056,0.0044,Line of Fire,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03883,2024109696,"An employee was changing out the elements in the double-rotating head. The peg that was welded to the rig floor, where the double-rotating head was being stored, broke at the weld causing the metal ro",Working at Height,0.0025,Line of Fire,0.0014,0.0011,Working at Height,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03886,2024109748,"A workover rig crew was tripping tubing out of the hole. The injured employee pushed back the elevators so the operator of the rig could latch up to another stand. When the operator came down, the inj",Working at Height,0.0023,Safe Mechanical Lifting,0.001,0.0013,Line of Fire,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03891,2024109910,"An employee drove to the project site from his hotel. Upon exiting his vehicle, and during a turning/twisting motion to grab PPE from the backseat, he heard a pop in his back. The employee was hospita",Working at Height,0.2017,Driving,0.0118,0.1899,Driving,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03893,2024109936,"An employee was driving a utility task vehicle (UTV) when it struck a load of steel angle iron that was resting on forklift forks, resulting in facial fractures. nan",Safe Mechanical Lifting,0.1973,Driving,0.195,0.0023,Driving,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03896,20241010101,"Employees were tripping pipe out of a well. The injured employee was using the power tongs to loosen the pipe connection. After flipping the cover, the injured employee's fingers were caught in a pinc",Line of Fire,0.6446,Energy Isolation,0.0728,0.5718,Line of Fire,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03899,20241110208,An employee was repairing a valve. Their arm became caught between the actuator sleeve and actuator flange during testing. The employee sustained a fractured right forearm. nan,Energy Isolation,0.0183,Safe Mechanical Lifting,0.0159,0.0024,Line of Fire,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03901,20241110237,"An employee was standing on an injector head feeding chain with a rope, when the rope broke, causing him to lose his balance and fall to the ground. The employee sustained fractures to his left elbow ",Energy Isolation,0.3004,Working at Height,0.2599,0.0405,Working at Height,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03903,20241110358,An employee was standing on the track of a trackhoe when his left safety boot heel got stuck on the track and he fell backward to the ground. The employee sustained a closed left tibia fracture. nan,Working at Height,0.4658,Energy Isolation,0.0527,0.4131,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03905,20241110502,An employee was finished with the job and began rigging down his equipment. The lifting sub was already on top of the testing tools and the lifting device (elevators) were latched on and ready to pick,Safe Mechanical Lifting,0.1568,Energy Isolation,0.0035,0.1533,Line of Fire | Safe Mechanical Lifting,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03906,20241110508,An employee was climbing into a reel to operate the inside reel valve when a shift of weight caused the reel to rotate. The employee got caught between a spoke of the wheel and the wall of the trailer,Energy Isolation,0.5582,Hot Work,0.0045,0.5537,Line of Fire,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03907,20241110523,"On November 11, 2024, an employee was offloading polyethylene pipe from a truck. The pipe was being moved along free-spinning rollers. The employee's pants got caught on a roller causing them to trip ",Driving,0.0211,Energy Isolation,0.0077,0.0134,Working at Height,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03911,20241110724,"An employee was tearing down a hydraulic tool when he dropped it. He went to catch it with his left hand and his middle finger became caught between his steel-toe boot and the tool, resulting in a fin",Line of Fire,0.3758,Hot Work,0.2415,0.1343,Line of Fire,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03912,20241110727,An employee was climbing up an air compressor that was on a trailer to look for a fall harness connection point so they could install a lifting device. The employee fell 15 feet to the ground and suff,Working at Height,0.5358,Line of Fire,0.0136,0.5222,Safe Mechanical Lifting | Working at Height,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
