record_id,narrative,all_lsrs
OILPS_IOGP_HPE_0023,"Whilst lifting a pennant on deck as part of a lifting activity (~56.2m length, static weight 16.2 mT), a tagline was in 
a basket arrangement around the rigging to provide stability. The tagline had a single wrap on the generator lifting 
frame, used as an anchor point. During the lift, the involved person who had been on deck dogging the load in a safe 
location, moved to a location positioned between the generator and stored deck boards.
As the generator tilted, it trapped the involved person against a stack of wooden deck boards. The involved person 
received an injury that required Medevac to an onshore medical facility for further treatment.",
OILPS_OSHA_02785,"An employee was collecting a sample at a closed loop station. Recently installed tubing came loose, spraying the employee with spent acid. The employee suffered second-degree burns to the right forearm and left wrist.",Toxic Gas / Hazardous Substance
OILPS_IOGP_SPI_0063,"Crew were in the process of installing an injection quill/H2S analyser probe into a valve positioned on top of the 
sales gas line in the dehydration building. As part of the installation process they loosened a 1” bull plug positioned 
on top of the valve (facing straight up approx. 3-3.5 ft. from the ceiling), once the plug was loose gas started to 
release, worker exited the ladder opening the door to ventilate, decision was made to continue to loosen the plug 
to relieve what they assumed was excess pressure. As they continued to loosen the plug it released from the valve 
lodging itself in the ceiling of the building with gas releasing into the building the workers exited the building 
activating the ESD.
Safety performance indicators – Process safety events – 2025 data
47

===PAGE_48===",
OILPS_OSHA_00499_aug,"An employee was using a pry bar to guide the base of a jib mobile crane over the bolts in the floor. The base was suspended by straps attached to a forklift. The base slipped in the straps and pinned the employee's right hand between the pry bar and the floor, breaking his right index finger and requiring hospitalization.",Energy Isolation; Safe Mechanical Lifting
OILPS_OSHA_01941_aug,"A foreman and his crew were about to take a section of a mobile crane hook and move it into position. The foreman stopped work, noticing something wrong, and the pipe shifted and struck his hands while they were on the handrail. He suffered amputation injuries to his left ring and little fingers.",Safe Mechanical Lifting
OILPS_OSHA_03091_aug,"An employee was lifting a 100-pound exhaust manifold off an engine using a service truck mobile crane. While he was maneuvering the manifold toward the bed of his truck, it struck his left index finger and caught it against a pressure relief valve. He suffered a laceration and fracture to the finger and was hospitalized.",Energy Isolation; Safe Mechanical Lifting; Driving
OILPS_OSHA_01181_aug,"An employee was attempting to replace a gasket in a valve on a production separator tank trailer when he fell and struck a tire rim that was on the ground, breaking ribs and suffering spleen damage.",Confined Space
OILPS_OSHA_00583_aug,"Two employees were setting a steel beam that was attached to the choker of a mobile crane. The mobile crane operator picked up the beam and started cabling up. As the beam started rising, it became caught on part of the structure. The mobile crane continued to pull up. The beam broke loose from the structure that it was caught on and swung free, striking the two employees. One of the employees was hospitalized with fractured ribs, pulmonary contusions, and a collapsed lung.",Safe Mechanical Lifting
OILPS_OSHA_01518_aug,"An employee was standing on planking located on the top buck of a two-end frame, tubular-welded frame elevated scaffolding platform when one of the elevated scaffolding platform planks broke, causing the employee to fall 10 feet to the ground below. The employee suffered a fractured hip and two fractured ribs.",Safe Mechanical Lifting; Working at Height
OILPS_OSHA_00346_aug,"An employee was disassembling a one-tier tubular elevated scaffolding platform. The employee removed the cross bracing first. When a coworker removed the planks, the elevated scaffolding platform members came down and struck the employee, causing back and pelvis bruises.",Safe Mechanical Lifting; Working at Height
OILPS_OSHA_03638_aug,"An employee was attempting a lift with a mobile crane and caught their left index finger between two shells (36-inch diameter cylinder vessels), resulting in amputation.",Safe Mechanical Lifting
OILPS_OSHA_02671_aug,"While working in the Rigger Shop, an employee was using channel lock pliers to disconnect two pieces of pipe that were bolted together. The pipe was raised by a mobile crane. When the top bolt was removed, a portion of the pipe was pulled upward, and the other portion fell to floor. The employee's finger was pinched between lower handle of pliers and the portion of pipe supported by the mobile crane. The employee suffered an amputation to his left ring finger.",Safe Mechanical Lifting
OILPS_OSHA_01645_aug,"On June 25, 2018, an employee was using a rigging sling to offload 120-gallon tanks from the back of a truck. He fell from the truck to the ground, sustaining a lumbar compression fracture.",Safe Mechanical Lifting; Working at Height; Driving
OILPS_OSHA_03581_aug,"An employee was near a hybrid production separator tank when it malfunctioned, resulting in a flash fire that burned the employee's upper body.",Hot Work; Confined Space
OILPS_OSHA_00357_aug,"On September 14, 2015, at approximately 10:30am, a worker suffered an amputation of the left pinky finger just above the palm while unloading pipe from a pipe trailer. The employee was standing towards the tractor side of the trailer and a side boom with rigging sling was unloading the pipe. The load was lowered near the tractor in an effort to raise the pipe above the back stanchion on the trailer. As the pipe slowly moved, the load struck a stanchion or DOT fender and the employee's hand was crushed in the load of pipe. No tag line was used.",Safe Mechanical Lifting
OILPS_OSHA_00773_aug,"Employees were installing grating that consisted of 4 sheets (approximately 4 feet by 5 feet), cumulatively weighing approximately 800 pounds. When the employees disconnected the load from the mobile crane, they realized the corner of the grating rested on the edge of an existing guard rail toe plate. The injured employee attempted to lift the grating upwards while his coworker used a spud wrench to shift the grating off the toe plate. The grating shifted and caught the injured employee's left index finger between the grating and structural steel. He suffered an avulsion to his left index finger flesh beneath his fingertip, which was crushed and cut. He required surgery and was hospitalized overnight.",Safe Mechanical Lifting
OILPS_OSHA_01171_aug,"An employee was using a portable grinder with a wire brush wheel to clean a metallic natural gas pipe in preparation for hot work welding. The flow of natural gas had been stopped with a metallic stopper pin. As the employee was using the grinder, the stopper pin became dislodged from a seated position, resulting in a brief ignition of the natural gas. The employee suffered first and second degree burns to the right side of his face and nose.",Line of Fire; Hot Work
OILPS_OSHA_02522_aug,"An employee was checking for a seam under a suspended pipe. The rigging sling holding the pipe shifted and the pipe lowered onto his right index finger, crushing the tip. The fingertip was amputated past the nail.",Safe Mechanical Lifting
